train_error,train_accuracy,valid_error,valid_accuracy,test_error,test_accuracy
1.909218668937683,0.3566666841506958,0.0,0.0,0.0,0.0
1.6463509798049927,0.4000000059604645,0.0,0.0,0.0,0.0
1.625588059425354,0.3800000548362732,0.0,0.0,0.0,0.0
1.5537039041519165,0.4300000071525574,0.0,0.0,0.0,0.0
1.5722410678863525,0.3633333444595337,0.0,0.0,0.0,0.0
1.5538856983184814,0.4033333659172058,0.0,0.0,0.0,0.0
1.502659559249878,0.42000001668930054,0.0,0.0,0.0,0.0
1.5201927423477173,0.4099999964237213,0.0,0.0,0.0,0.0
1.577893853187561,0.3166666626930237,0.0,0.0,0.0,0.0
1.6277813911437988,0.2133333384990692,0.0,0.0,0.0,0.0
1.5985314846038818,0.28333333134651184,0.0,0.0,0.0,0.0
1.598422646522522,0.3166666626930237,0.0,0.0,0.0,0.0
1.612959623336792,0.2866666615009308,0.0,0.0,0.0,0.0
1.623904824256897,0.2199999988079071,0.0,0.0,0.0,0.0
1.6156033277511597,0.29666668176651,0.0,0.0,0.0,0.0
1.6159851551055908,0.23999999463558197,0.0,0.0,0.0,0.0
1.625684142112732,0.2133333384990692,0.0,0.0,0.0,0.0
1.6155656576156616,0.23666667938232422,0.0,0.0,0.0,0.0
1.6187827587127686,0.23333334922790527,0.0,0.0,0.0,0.0
1.6394330263137817,0.20000000298023224,0.0,0.0,0.0,0.0
1.642727255821228,0.20000000298023224,0.0,0.0,0.0,0.0
1.6380925178527832,0.2199999988079071,0.0,0.0,0.0,0.0
1.6371413469314575,0.20000000298023224,0.0,0.0,0.0,0.0
1.6532537937164307,0.20000000298023224,0.0,0.0,0.0,0.0
1.6496686935424805,0.20000000298023224,0.0,0.0,0.0,0.0
1.6485427618026733,0.20000000298023224,0.0,0.0,0.0,0.0
1.6423503160476685,0.20000000298023224,0.0,0.0,0.0,0.0
1.6332751512527466,0.20000000298023224,0.0,0.0,0.0,0.0
1.6337295770645142,0.20000000298023224,0.0,0.0,0.0,0.0
1.640527367591858,0.20000000298023224,0.0,0.0,0.0,0.0
1.6409618854522705,0.20000000298023224,0.0,0.0,0.0,0.0
1.6360501050949097,0.20000000298023224,0.0,0.0,0.0,0.0
1.6357868909835815,0.20000000298023224,0.0,0.0,0.0,0.0
1.6361867189407349,0.20000000298023224,0.0,0.0,0.0,0.0
1.6333249807357788,0.20000000298023224,0.0,0.0,0.0,0.0
1.6239577531814575,0.20000000298023224,0.0,0.0,0.0,0.0
1.6230343580245972,0.20000000298023224,0.0,0.0,0.0,0.0
1.6258994340896606,0.20000000298023224,0.0,0.0,0.0,0.0
1.623292326927185,0.20000000298023224,0.0,0.0,0.0,0.0
1.623389720916748,0.20000000298023224,0.0,0.0,0.0,0.0
1.6241885423660278,0.20000000298023224,0.0,0.0,0.0,0.0
1.6242084503173828,0.20000000298023224,0.0,0.0,0.0,0.0
1.6160650253295898,0.20000000298023224,0.0,0.0,0.0,0.0
1.6164785623550415,0.20000000298023224,0.0,0.0,0.0,0.0
1.6194268465042114,0.20000000298023224,0.0,0.0,0.0,0.0
