train_error,train_accuracy,valid_error,valid_accuracy,test_error,test_accuracy
1.7379034757614136,0.3866666555404663,0.0,0.0,0.0,0.0
1.6394522190093994,0.38333335518836975,0.0,0.0,0.0,0.0
1.4497236013412476,0.47333335876464844,0.0,0.0,0.0,0.0
1.528786063194275,0.3933333456516266,0.0,0.0,0.0,0.0
1.4354894161224365,0.44333332777023315,0.0,0.0,0.0,0.0
1.55026113986969,0.3500000238418579,0.0,0.0,0.0,0.0
1.44429349899292,0.4300000071525574,0.0,0.0,0.0,0.0
1.5667778253555298,0.3466666638851166,0.0,0.0,0.0,0.0
1.5758850574493408,0.30666667222976685,0.0,0.0,0.0,0.0
1.544000267982483,0.3333333134651184,0.0,0.0,0.0,0.0
1.540096402168274,0.3933333158493042,0.0,0.0,0.0,0.0
1.526145577430725,0.3766666650772095,0.0,0.0,0.0,0.0
1.5367932319641113,0.33666664361953735,0.0,0.0,0.0,0.0
1.595160961151123,0.2566666603088379,0.0,0.0,0.0,0.0
1.5693154335021973,0.3266666829586029,0.0,0.0,0.0,0.0
1.5646886825561523,0.2966666519641876,0.0,0.0,0.0,0.0
1.5720511674880981,0.2566666603088379,0.0,0.0,0.0,0.0
1.5669535398483276,0.29333335161209106,0.0,0.0,0.0,0.0
1.5654159784317017,0.3333333432674408,0.0,0.0,0.0,0.0
1.5433818101882935,0.3799999952316284,0.0,0.0,0.0,0.0
1.5729857683181763,0.36666667461395264,0.0,0.0,0.0,0.0
1.536901593208313,0.41333335638046265,0.0,0.0,0.0,0.0
1.5507616996765137,0.34333336353302,0.0,0.0,0.0,0.0
1.5693286657333374,0.3500000238418579,0.0,0.0,0.0,0.0
1.5638645887374878,0.29333335161209106,0.0,0.0,0.0,0.0
1.541466236114502,0.40666669607162476,0.0,0.0,0.0,0.0
1.5621815919876099,0.30000001192092896,0.0,0.0,0.0,0.0
1.5345909595489502,0.32333335280418396,0.0,0.0,0.0,0.0
1.5499109029769897,0.3733333349227905,0.0,0.0,0.0,0.0
1.5632448196411133,0.33000001311302185,0.0,0.0,0.0,0.0
1.5107756853103638,0.3633333444595337,0.0,0.0,0.0,0.0
1.5506583452224731,0.3566666841506958,0.0,0.0,0.0,0.0
1.5317260026931763,0.4233333468437195,0.0,0.0,0.0,0.0
1.5278077125549316,0.36000001430511475,0.0,0.0,0.0,0.0
1.4948173761367798,0.3499999940395355,0.0,0.0,0.0,0.0
1.4815059900283813,0.41333335638046265,0.0,0.0,0.0,0.0
1.5447709560394287,0.32333335280418396,0.0,0.0,0.0,0.0
1.474863052368164,0.34333333373069763,0.0,0.0,0.0,0.0
1.5355207920074463,0.36666667461395264,0.0,0.0,0.0,0.0
1.5156910419464111,0.3566666841506958,0.0,0.0,0.0,0.0
1.5135892629623413,0.45000001788139343,0.0,0.0,0.0,0.0
1.5626853704452515,0.3633333444595337,0.0,0.0,0.0,0.0
1.5510996580123901,0.3400000333786011,0.0,0.0,0.0,0.0
1.467130422592163,0.42000001668930054,0.0,0.0,0.0,0.0
1.4474692344665527,0.4166666567325592,0.0,0.0,0.0,0.0
1.4838292598724365,0.4399999976158142,0.0,0.0,0.0,0.0
1.3174543380737305,0.5300000309944153,0.0,0.0,0.0,0.0
1.4863543510437012,0.39666664600372314,0.0,0.0,0.0,0.0
1.4741363525390625,0.4266666769981384,0.0,0.0,0.0,0.0
1.5156182050704956,0.34333336353302,0.0,0.0,0.0,0.0
1.5183550119400024,0.3733333349227905,0.0,0.0,0.0,0.0
1.5278855562210083,0.3500000238418579,0.0,0.0,0.0,0.0
1.3991286754608154,0.4866667091846466,0.0,0.0,0.0,0.0
1.4348043203353882,0.41333335638046265,0.0,0.0,0.0,0.0
1.5327112674713135,0.31333333253860474,0.0,0.0,0.0,0.0
1.4665098190307617,0.38333332538604736,0.0,0.0,0.0,0.0
1.4837603569030762,0.39666667580604553,0.0,0.0,0.0,0.0
1.431581974029541,0.4466666579246521,0.0,0.0,0.0,0.0
1.5274957418441772,0.3333333432674408,0.0,0.0,0.0,0.0
1.4552725553512573,0.46666666865348816,0.0,0.0,0.0,0.0
1.4078359603881836,0.47333332896232605,0.0,0.0,0.0,0.0
1.4278632402420044,0.4833333492279053,0.0,0.0,0.0,0.0
1.4429937601089478,0.41333335638046265,0.0,0.0,0.0,0.0
1.4089348316192627,0.42000001668930054,0.0,0.0,0.0,0.0
1.4118837118148804,0.38333332538604736,0.0,0.0,0.0,0.0
1.423612117767334,0.4699999988079071,0.0,0.0,0.0,0.0
1.4683074951171875,0.40666669607162476,0.0,0.0,0.0,0.0
1.3990083932876587,0.4633333384990692,0.0,0.0,0.0,0.0
1.4369547367095947,0.4700000286102295,0.0,0.0,0.0,0.0
1.4036504030227661,0.3700000047683716,0.0,0.0,0.0,0.0
1.4066238403320312,0.49666669964790344,0.0,0.0,0.0,0.0
1.3528231382369995,0.4566667079925537,0.0,0.0,0.0,0.0
1.4362287521362305,0.4266666769981384,0.0,0.0,0.0,0.0
1.337904691696167,0.5099999904632568,0.0,0.0,0.0,0.0
1.3464182615280151,0.46666669845581055,0.0,0.0,0.0,0.0
1.3596805334091187,0.47333332896232605,0.0,0.0,0.0,0.0
1.4327268600463867,0.44333332777023315,0.0,0.0,0.0,0.0
1.4333041906356812,0.4166666865348816,0.0,0.0,0.0,0.0
1.403119444847107,0.4266666769981384,0.0,0.0,0.0,0.0
1.3270636796951294,0.4833333492279053,0.0,0.0,0.0,0.0
1.3828299045562744,0.4699999988079071,0.0,0.0,0.0,0.0
1.379836916923523,0.5233333110809326,0.0,0.0,0.0,0.0
1.3996679782867432,0.4833333492279053,0.0,0.0,0.0,0.0
1.3706672191619873,0.4833333492279053,0.0,0.0,0.0,0.0
1.3049147129058838,0.5533333420753479,0.0,0.0,0.0,0.0
1.3622862100601196,0.4566666781902313,0.0,0.0,0.0,0.0
1.3954154253005981,0.4166666865348816,0.0,0.0,0.0,0.0
1.3453649282455444,0.5,0.0,0.0,0.0,0.0
1.3742623329162598,0.46666666865348816,0.0,0.0,0.0,0.0
1.455335021018982,0.36666667461395264,0.0,0.0,0.0,0.0
